date,sales_total_try,opex_try,usdtry,is_holiday_peak,promo_intensity,price_change_flag,stockout_flag,avg_price_try,units_sold,cogs_try,gross_margin_try,competitor_index,data_quality_flag,imputation_method,is_black_friday,is_ramadan,is_back_to_school
2018-01-02,,,3.95,0,0.07385292451177145,,,50448.476100960455,,,,44.22609957330197,MISSING,forward_fill,0,0,0
2018-01-10,,,3.95,0,0.05721402319857664,,,50839.29806262805,,,,51.418733643781856,MISSING,forward_fill,0,0,0
2018-01-12,,,3.95,0,0.07376511452330274,,,51695.45794170272,,,,45.63489265663521,MISSING,forward_fill,0,0,0
2018-01-13,,,3.95,0,0.08639513030342587,,,51616.3726255593,,,,47.83925911739158,MISSING,forward_fill,0,0,0
2018-01-15,,,3.95,0,0.07156199154210535,0.0,0.0,50882.317128825234,,,,63.40428338905496,MISSING,forward_fill,0,0,0
2018-01-16,,,3.95,0,0.0713139401684507,0.0,0.0,50930.03773623198,,,,60.74452174765612,MISSING,forward_fill,0,0,0
2018-01-17,,,3.95,0,0.04903643879813156,0.0,0.0,51765.6154430261,,,,39.62835010457922,MISSING,forward_fill,0,0,0
2018-01-18,,,3.95,0,0.05020916190580578,0.0,0.0,51570.298347894866,,,,56.667026009700066,MISSING,forward_fill,0,0,0
2018-01-19,,,3.95,0,0.028018031278343423,0.0,0.0,50707.19059023118,,,,56.52450576926607,MISSING,forward_fill,0,0,0
2018-01-20,,,3.95,0,0.1225834917279424,,,49682.17459664847,,,,40.851393689979055,MISSING,forward_fill,0,0,0
2018-01-21,,,3.95,0,0.032780292370595675,,,49686.10946761625,,,,56.59188781670555,MISSING,forward_fill,0,0,0
2018-01-22,,,3.95,0,0.04930903349845701,0.0,0.0,49436.41716463945,,,,62.349288680633755,MISSING,forward_fill,0,0,0
2018-01-23,,,3.95,0,0.04854397146525831,,,48228.75061495928,,,,41.069641550044686,MISSING,forward_fill,0,0,0
2018-01-25,,,3.95,0,0.09694392074066746,,,47179.996301640764,,,,42.71414409855256,MISSING,forward_fill,0,0,0
2018-01-27,,,3.95,0,0.061247699083573394,0.0,0.0,46510.46399735441,,,,58.199625068081346,MISSING,forward_fill,0,0,0
2018-01-28,,,3.95,0,0.10752845161254623,,,47261.79198075243,,,,52.23446248660518,MISSING,forward_fill,0,0,0
2018-01-30,,,3.95,0,0.049891470705018176,,,48962.33921631921,,,,54.47847686858286,MISSING,forward_fill,0,0,0
2018-01-31,,,3.95,0,0.07846601429904829,0.0,0.0,48674.94889830205,,,,52.79554706453731,MISSING,forward_fill,0,0,0
2018-02-02,,,3.95,0,0.0999395884022073,0.0,0.0,48342.740796462436,,,,48.20056736742516,MISSING,forward_fill,0,0,0
2018-02-03,,,3.95,0,0.18935447383320167,0.0,0.0,49303.40825410551,,,,34.467389640178,MISSING,forward_fill,0,0,0
2018-02-04,1621765.3054177188,496081.0012138817,3.95,0,0.08937204742911464,,,49872.94255456564,32.51793903364247,1054147.4485215172,567617.8568962016,53.46187498630492,OK,original,0,0,0
2018-02-07,1621918.8247420823,496127.96116541204,3.95,0,0.13429462130681086,0.0,0.0,51107.36246779095,31.735521976197724,1054247.2360823536,567671.5886597286,54.44421993942218,OK,original,0,0,0
2018-02-15,1622072.3440664457,496174.9211169423,3.95,0,0.14401330642796298,0.0,0.0,48698.669419294245,33.30835038018074,1054347.0236431898,567725.3204232559,43.256540714122444,OK,original,0,0,0
2018-02-16,1622379.3827151724,496268.8410200028,3.95,0,0.13741397292354499,0.0,0.0,48433.881789774845,33.4967861910602,1054546.5987648622,567832.7839503102,44.74801773482243,OK,original,0,0,0
2018-02-18,1622481.728931415,497676.74006291945,3.95,0,0.11944137023366878,0.0,0.0,48470.89499179646,33.47331897226191,1054613.1238054198,567868.6051259951,32.851139979554226,OK,original,0,0,0
2018-02-19,1622379.3827151724,499021.85216611414,3.95,0,0.12110537900799724,,,48699.89665711228,33.313815717886854,1054546.5987648622,567832.7839503102,49.218204714809346,OK,original,0,0,0
2018-02-20,1622072.3440664457,500303.6563165419,3.95,0,0.12631434415937332,,,49467.78629050304,32.79047771696741,1054347.0236431898,567725.3204232559,49.68479286704649,OK,original,0,0,0
2018-02-28,1621867.6516339611,501616.593430308,3.95,0,0.12058993995114536,,,48875.379794311644,33.18373501054046,1054213.9735620748,567653.6780718863,44.61497186400551,OK,original,0,0,0
2018-03-01,1621765.3054177188,507506.5159966513,3.95,0,0.2289163735038473,0.0,0.0,49605.318805440744,32.69337531683886,1054147.4485215172,567617.8568962016,50.451239507786305,OK,original,0,0,0
2018-03-02,1621765.3054177188,508894.9362431849,3.9576470588235297,0,0.2663156900477405,,,48816.305468708226,33.22179525563006,1054453.5672891445,567311.7381285743,38.78796144764942,OK,original,0,0,0
2018-03-03,1621765.3054177188,508894.9362431849,3.965294117647059,0,0.183275246449765,,,50904.59437502106,31.858918145382983,1054759.6860567715,567005.6193609473,45.98159336930442,OK,original,0,0,0
2018-03-04,1621765.3054177188,508894.9362431849,3.9729411764705884,0,0.15890591061262768,,,51176.26368411479,31.68979500785865,1055065.804824399,566699.5005933198,33.31159791928536,OK,original,0,0,0
2018-03-05,1621765.3054177188,508894.9362431849,3.9805882352941175,0,0.19735153854946236,,,50832.96350050423,31.903811891699604,1055371.923592026,566393.3818256927,41.28466208849505,OK,original,0,0,0
2018-03-06,1621765.3054177188,508894.9362431849,3.988235294117647,0,0.27739128012962955,0.0,0.0,50067.39808834874,32.39164341146624,1055678.0423596534,566087.2630580654,40.08241189893293,OK,original,0,0,0
2018-03-11,1621765.3054177188,508894.9362431849,4.026470588235294,0,0.17588976296090808,,,49143.28581640976,33.00075032581937,1057208.6361977896,564556.6692199293,43.283876005149814,OK,original,0,0,0
2018-03-12,1621765.3054177188,508894.9362431849,4.034117647058824,0,0.24917350416332204,0.0,0.0,50347.8187920492,32.211232667617054,1057514.754965417,564250.5504523017,38.52936386482209,OK,original,0,0,0
2018-03-17,1621765.3054177188,507474.69697538886,4.0723529411764705,0,0.2503310244222932,,,48138.92443043127,33.68927171942611,1059045.3488035533,562719.9566141656,40.43796519678227,OK,original,0,0,0
2018-03-22,1621765.3054177188,506054.4577075926,4.110588235294117,0,0.18339235274876017,,,48230.29674290595,33.6254473834698,1060575.9426416894,561189.3627760294,48.10229000035434,OK,original,0,0,0
2018-03-27,1622200.9576288303,503349.1567355827,4.148823529411764,0,0.21706949237555828,0.0,0.0,48377.52000505215,33.532123131971645,1062391.8484540721,559809.1091747582,38.00396539758321,OK,original,0,0,0
2018-03-29,1622830.7603491081,502123.40450668114,4.1641176470588235,0,0.24885189869385616,,,50785.34606544425,31.954705167468116,1063416.950844164,559413.8095049441,28.649629156246185,OK,original,0,0,0
2018-03-31,1623460.5630693864,500896.5491951682,4.179411764705882,0,0.18862616777037539,,,52166.00678138622,31.121043438744994,1064442.5287517225,559018.0343176639,55.503083862465644,OK,original,0,0,0
2018-04-04,1623654.713578553,504810.47764465376,4.21,0,0.26889258919692915,,,52003.33522394855,31.22212655373743,1065795.7276207977,557858.9859577552,51.22246596285723,OK,original,0,0,0
2018-04-06,1623775.4644295254,507095.09739422676,4.225294117647059,0,0.2575495725815407,,,51269.80461230942,31.671184953953805,1066487.9870157395,557287.4774137859,29.83689843915505,OK,original,0,0,0
2018-04-12,1623896.2152804977,509378.1610545516,4.271176470588236,0,0.244557298079214,,,49990.0955047465,32.48435912922612,1068406.4215437097,555489.793736788,45.69682910862822,OK,original,0,0,0
2018-04-15,1624016.9661314704,509449.3677253499,4.294117647058823,0,0.2555216736480198,,,49609.98945948246,32.73568456324386,1069405.4982320266,554611.4678994438,36.15953516892259,OK,original,0,0,0
2018-04-17,1624286.1985630237,509550.49289393716,4.3094117647058825,0,0.23828179199713234,0.0,0.0,49561.79369456258,32.77295024012063,1070195.9753897027,554090.223173321,42.295397722648474,OK,original,0,0,0
2018-04-19,1625144.1617845807,509838.21054221154,4.324705882352942,0,0.2760225040477768,0.0,0.0,51832.57134181823,31.353724496269077,1071374.7760502286,553769.385734352,42.54545969877462,OK,original,0,0,0
2018-04-21,1627266.2396028545,510503.94616305147,4.34,0,0.25190080306824075,0.0,0.0,52857.721779808424,30.785780862475004,1073388.0680863867,553878.1715164678,38.32057093080276,OK,original,0,0,0
2018-04-25,1630067.1709371135,511364.02632494806,4.370588235294117,0,0.28201357735372246,,,51837.13423541726,31.445935331498024,1076466.3800449322,553600.7908921812,33.92987467530883,OK,original,0,0,0
2018-04-28,1632732.8507449,511625.51124933054,4.393529411764706,0,0.2283231306138912,0.0,0.0,51320.665051205295,31.814335397170666,1079151.3128535093,553581.5378913907,34.67983824813659,OK,original,0,0,0
2018-04-30,1634287.507809411,511491.02278347436,4.408823529411764,0,0.28492640696643373,,,50776.57744831117,32.18585398893929,1080795.8249709653,553491.6828384458,32.8787980094834,OK,original,0,0,0
2018-05-02,1635464.969389418,509502.0356581783,4.424117647058823,0,0.5049096794159336,0.0,0.0,51786.343507279955,31.581008787760997,1082191.9195475695,553273.0498418484,34.89766829631205,OK,original,0,1,0
2018-05-03,1636664.6937584218,509650.3132396079,4.431764705882353,0,0.4200917412905222,0.0,0.0,52091.49848443423,31.419036529492107,1083294.7117707245,553369.9819876973,41.018986308427436,OK,original,0,1,0
2018-05-04,1638283.538242719,509993.676334255,4.439411764705882,0,0.491125507663093,0.0,0.0,53384.52944149101,30.688357757995483,1084675.4481261587,553608.0901165602,35.83449938260293,OK,original,0,1,0
2018-05-06,1640475.9162014525,510452.91753864824,4.4547058823529415,0,0.5167338803418646,,,54886.85105756284,29.888322696468702,1086746.2796738828,553729.6365275697,47.02116248785657,OK,original,0,1,0
2018-05-10,1642664.9903959322,510909.40852358664,4.485294117647059,0,0.44361458000692966,0.0,0.0,53716.57835195098,30.580223848831036,1089436.704110726,553228.2862852062,53.46688187150969,OK,original,0,1,0
2018-05-12,1644990.5100540882,511407.7199662481,4.500588235294118,0,0.530080982172797,,,52656.930329230156,31.239772234519048,1091600.0242302483,553390.4858238399,36.932653364528605,OK,original,0,1,0
2018-05-15,1646407.824918911,511750.96611570497,4.523529411764706,0,0.4924743808486472,,,52209.019330229254,31.53493105291165,1093472.851477464,552934.9734414471,43.492481966438625,OK,original,0,1,0
2018-05-16,1648137.6758821309,512223.5518744812,4.531176470588235,0,0.4587534548949136,0.0,0.0,53875.800399480155,30.591428130282285,1094932.840375913,553204.8355062178,45.57889351124575,OK,original,0,1,0
2018-05-17,1650777.8790854488,512979.6963115717,4.538823529411765,0,0.47823073823793466,0.0,0.0,53802.316576862766,30.6822825505501,1096998.442560276,553779.4365251728,45.361597462843136,OK,original,0,1,0
2018-05-21,1653345.399475186,513713.0513726077,4.569411764705883,0,0.4966536179433175,0.0,0.0,53423.42672003885,30.94794738906227,1099952.9666656645,553392.4328095214,42.19738810548431,OK,original,0,1,0
2018-05-22,1655455.018139365,514401.6675602737,4.577058823529413,0,0.4821839723100382,,,51669.5406029867,32.03928269576434,1101668.9512634564,553786.0668759085,47.53537197570006,OK,original,0,1,0
2018-05-24,1656599.7724532604,514797.86923508643,4.592352941176471,0,0.49606649034105693,0.0,0.0,51083.32014597669,32.42936770200779,1103056.1481144403,553543.6243388201,45.4560709169342,OK,original,0,1,0
2018-05-25,1658105.4514486939,515298.14741750754,4.6000000000000005,0,0.45228360277528484,0.0,0.0,52050.45332335475,31.85573507204617,1104371.6910329324,553733.7604157615,31.70094658353723,OK,original,0,1,0
2018-05-28,1659458.8781203795,515718.7589389133,4.622941176470588,0,0.4849846352887482,,,54308.27702172963,30.556279247386232,1106212.8341833914,553246.0439369881,48.55966114393646,OK,original,0,1,0
2018-05-29,1660373.47711007,516002.9936747714,4.630588235294118,0,0.43749237566051646,0.0,0.0,55373.076158613374,29.98521289216467,1107135.9218518648,553237.5552582052,48.708905993622885,OK,original,0,1,0
2018-05-30,1660978.932727895,515430.19224908703,4.6382352941176475,0,0.47656702872720486,,,55584.91931985795,29.881826816549918,1107853.159847359,553125.772880536,35.50845712872696,OK,original,0,1,0
2018-05-31,1662180.7015140422,515041.6090430147,4.645882352941177,0,0.4527865813237222,,,54751.524805216264,30.358619370463334,1108968.4727472523,553212.2287667899,41.922415312403096,OK,original,0,1,0
2018-06-02,1663552.7194128025,508993.63339208806,4.661176470588235,0,0.32793410172230697,,,54290.96647534773,30.641427615184995,1110511.864145884,553040.8552669184,50.749965275821886,OK,original,0,0,0
2018-06-03,1665094.9864241758,508371.70228391123,4.668823529411765,0,0.3870827952563131,,,53771.03145589819,30.966394754578026,1111855.708734539,553239.2776896367,43.61298944336511,OK,original,0,0,0
2018-06-04,1666117.8350498548,507589.5020177455,4.676470588235294,0,0.38273930361782804,0.0,0.0,54865.866110577976,30.367110795114783,1112853.1994559634,553264.6355938914,53.87549104879476,OK,original,0,0,0
2018-06-05,1667761.977402661,508090.3966006801,4.684117647058824,0,0.3682741436272153,,,55489.48217713714,30.055461178727935,1114266.175469638,553495.8019330229,64.20681329028822,OK,original,0,0,0
2018-06-09,1671414.5674949207,508864.0907623109,4.714705882352941,0,0.3172306170598226,0.0,0.0,56749.30491471191,29.4525998161013,1117968.507803937,553446.0596909837,39.01211173892014,OK,original,0,0,0
2018-06-17,1676012.4497133363,508479.6151330955,4.775882352941177,0,0.34050774650915594,,,53202.956837375685,31.502242532052627,1123574.7854248018,552437.6642885345,34.25580984143647,OK,original,0,0,0
2018-06-21,1679902.7232633184,506277.87360348913,4.806470588235294,0,0.3863929309993755,,,54149.837601165484,31.0232273573275,1127451.1395320967,552451.5837312217,47.73888209817233,OK,original,0,0,0
2018-06-22,1681698.2341325406,502179.29459636804,4.814117647058824,0,0.35425150740919714,,,52892.68411352908,31.79453382480905,1128973.6115054693,552724.6226270713,51.085000041009145,OK,original,0,0,0
